"manufacturer","color","material","additional","name","glide","stability","speed","weight","image","type","missing","missing_description","sold","broken","Hole in one","HIO date","fade","collection_item","sold_at","Own stamp","Donated","Donation description","price","price_status","sold_for","HIO description","_id","_created","_createdby","_changed","_changedby"
"Innova","sininen","DX","","Archangel","6","-4","8","150","56eda455bdfc9f64000013f2","Distance driver","false","Myyty","true","false","","","1","false","","","","","10.9","","","","56d89c71011d315d00000a08","2016-03-03T20:20:01.891Z","janimatti.ellonen@gmail.com","2019-04-13T19:08:42.139Z","janimatti.ellonen@gmail.com"
"Prodigy","Valkoinen","350G","Seppo Paju -kiekko","PA3","2","-1","2","173","575bfc84376c9f6f00000007","Putter","false","","","","","","1","true","","","","","15","","","","575bfce6376c9f6f00000009","2016-06-11T11:58:30.632Z","janimatti.ellonen@gmail.com","2019-04-12T12:46:50.932Z","janimatti.ellonen@gmail.com"
"Innova","Oranssi","Star","Bottom Stamp","Roc3","4","0","5","176","59c6ad85433e910c000009f1","Mid-range","false","","false","false","false","","3","false","","","","","17.9","","","","59c6ae27433e910c000009fe","2017-09-23T18:55:35.474Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:38.713Z","janimatti.ellonen@gmail.com"
"Discmania","Kermanvalkoinen","S-Line","Konopiste Open 2016 stamp","DDx","6","-1","12","175","57b0b3305ec1373a00000003","Distance driver","false","","","","","","2","true","","","","","16","","","","57b0b3955ec1373a00000005","2016-08-14T18:08:21.707Z","janimatti.ellonen@gmail.com","2019-04-13T19:24:33.812Z","janimatti.ellonen@gmail.com"
"Discmania","Kermanvalkoinen","S-Line","European Open 2016 stamp","PDx","4","0","11","175","57b0b3315ec1373a00000004","Distance driver","false","","","","","","3","true","","","","","16","","","","57b0b4145ec1373a00000006","2016-08-14T18:10:28.351Z","janimatti.ellonen@gmail.com","2019-04-13T19:05:21.018Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","Star","","Leopard3","5","-2","7","168","58bc0a634552c80e00000016","Fairway driver","false","","false","false","false","","1","false","","","","","16.9","","","","58bc0c0e4552c80e00000029","2017-03-05T13:01:02.064Z","janimatti.ellonen@gmail.com","2019-04-13T18:46:01.435Z","janimatti.ellonen@gmail.com"
"Discraft","Valkoinen","ESP","","Meteor","5","-3","4","177","575bfc84376c9f6f00000006","Mid-range","true","Kadonnut Talin 10. väylälle 23.9.2016","","","","","1","","","","","","15.9","","","","575bfd90376c9f6f0000000b","2016-06-11T12:01:20.285Z","janimatti.ellonen@gmail.com","2019-04-13T19:17:57.621Z","janimatti.ellonen@gmail.com"
"Innova","Vaalean oranssi/punainen","GStar","","TL3","4","0","8","0","579b851019d1284d00000005","Fairway driver","true","Kadonnut Oittaan 16. väylälle","","","","","1","","","","","","17.9","","","","579b85b419d1284d00000008","2016-07-29T16:35:00.629Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:33.074Z","janimatti.ellonen@gmail.com"
"Prodigy","Vaaleansininen","300s","","M3","4","-1","5","178","58bc0a604552c80e00000013","Mid-range","true","Kettu vei Talissa","false","false","false","","2","false","","","","","12.9","","","","58bc0b934552c80e00000025","2017-03-05T12:58:59.293Z","janimatti.ellonen@gmail.com","2019-04-13T19:11:15.285Z","janimatti.ellonen@gmail.com"
"Discmania","oranssi","D-line","","P1","3","0","2","175","","Putter","true","Kadonnut Oittaalla 1.7.2015","false","false","true","28.05.2015","0.0","false","","","","","10.9","","","","56d89c71011d315d00000a2d","2016-03-03T20:20:01.934Z","janimatti.ellonen@gmail.com","2019-04-12T12:24:35.289Z","janimatti.ellonen@gmail.com"
"Innova","valkoinen","Pro","","Katana","5","-3","13","166","","Distance driver","true","Kadonnut Nummelanharjulla 7.6.2015 17. väylällä","","","","","3","","","","","","13.9","","","","56d89c71011d315d000009f4","2016-03-03T20:20:01.857Z","janimatti.ellonen@gmail.com","2019-04-13T19:06:39.967Z","janimatti.ellonen@gmail.com"
"Westside discs","punainen","","","pursi","5","0","6","170","56eda45dbdfc9f64000013fd","Approach","false","","true","","","","1","","","","","","16.9","","","","56d89c71011d315d000009ef","2016-03-03T20:20:01.852Z","janimatti.ellonen@gmail.com","2019-04-12T12:45:34.862Z","janimatti.ellonen@gmail.com"
"Prodigy","Blue, white","350G","Huutokaupat stamp","PA3","4","0","3","173","5c4c4abe3ef5112f000064e7","Putter","false","","false","false","false","","1","false","","false","","","0.0","gift","","","5c4c4c263ef5112f00006501","2019-01-26T12:01:42.854Z","janimatti.ellonen@gmail.com","2019-04-14T11:31:40.688Z","janimatti.ellonen@gmail.com"
"Discraft","Pink","Esp","McBeth First Run","Buzzz","4","-1","5","177","5c56f64b3ef5112f0000fca1","Mid-range","false","","false","false","false","","1","false","","false","false","","19.9","","","","5c56f67d3ef5112f0000fca3","2019-02-03T14:11:09.082Z","janimatti.ellonen@gmail.com","2019-04-13T19:13:36.964Z","janimatti.ellonen@gmail.com"
"Discmania","White","D-Line","","P2","3","0","2","174","5cb066ef8f723d5e0002e61f","Mid-range","false","","false","false","false","","1","false","","false","false","","0.0","gift","","","5cb068948f723d5e0002e636","2019-04-12T10:29:40.320Z","janimatti.ellonen@gmail.com","2019-04-14T11:33:11.311Z","janimatti.ellonen@gmail.com"
"Discmania","Keltainen","G-Line","","P2","3","0","2","170","59397395639cc705000000ce","Putter","false","","true","false","false","","1","true","","","","","10.9","","","","5939766d639cc705000000f1","2017-06-08T16:08:13.940Z","janimatti.ellonen@gmail.com","2019-04-12T12:30:10.673Z","janimatti.ellonen@gmail.com"
"Prodigy","Valkoinen","","Huutokaupat-logo","PA3","2","-1","2","172","59397396639cc705000000d0","Putter","false","","false","false","false","","1","true","","","","","0.0","gift","","","5939772d639cc705000000fc","2017-06-08T16:11:25.418Z","janimatti.ellonen@gmail.com","2019-04-14T11:31:45.023Z","janimatti.ellonen@gmail.com"
"Discmania","Vihreä","","The Hat Guy 2016","PD","4","0","10","175","5939739d639cc705000000dd","Distance driver","false","","false","false","false","","3","true","","","","","15","","","","593977d6639cc70500000102","2017-06-08T16:14:14.551Z","janimatti.ellonen@gmail.com","2019-04-13T19:00:55.301Z","janimatti.ellonen@gmail.com"
"Innova","Neon green","Star","Fraktio Secret Santa","Roadrunner","5","-4","9","175","5c33a3a21ef2bd3f0000d427","Distance driver","false","","false","false","false","","1","false","","","","","","gift","","","5c33a4b11ef2bd3f0000d436","2019-01-07T19:12:49.295Z","janimatti.ellonen@gmail.com","2019-04-14T11:32:26.757Z","janimatti.ellonen@gmail.com"
"Innova","Sininen","","Park City Open","Teebird","5","0","7","175","5939739b639cc705000000da","Fairway driver","false","","false","false","false","","2","true","","","","","17.9","","","","593978fe639cc70500000112","2017-06-08T16:19:10.610Z","janimatti.ellonen@gmail.com","2019-04-12T12:31:59.086Z","janimatti.ellonen@gmail.com"
"Westside discs","Blue","VIP","","Harp","3","0","4","175","5cd7a600a21a071f00010e2c","Putter","false","","false","false","false","","3","false","","false","false","","16.9","","","","5cd7a614a21a071f00010e2e","2019-05-12T04:50:28.223Z","janimatti.ellonen@gmail.com","2019-05-12T04:50:28.223Z","janimatti.ellonen@gmail.com"
"Westside discs","Red","VIP","","Harp","3","0","4","175","5cb764fe8f723d5e000349c1","Putter","false","","false","false","false","","3","false","","false","false","","16.9","","","","5cb765498f723d5e000349c6","2019-04-17T17:41:29.003Z","janimatti.ellonen@gmail.com","2019-04-17T17:41:29.003Z","janimatti.ellonen@gmail.com"
"Prodiscus","Oranssi","Ultrium","Puskasoturit-logo","JOKERi","3","0","4","175","59397b41639cc7050000011a","Putter","false","","false","false","false","","2","true","","","","","20","","","","59397c90639cc7050000011e","2017-06-08T16:34:24.566Z","janimatti.ellonen@gmail.com","2019-04-13T18:50:33.154Z","janimatti.ellonen@gmail.com"
"Prodiscus","Vihreä","Ultrium","Puskasoturit-logo","JOKERi","3","0","4","173","59397b40639cc70500000119","Putter","false","","false","false","false","","2","true","","","","","20","","","","59397cbd639cc70500000120","2017-06-08T16:35:09.477Z","janimatti.ellonen@gmail.com","2019-04-13T18:50:30.020Z","janimatti.ellonen@gmail.com"
"Innova","Kellertävä","Star","Nopeurajoitus 100 - stämppi","Firebird","3","0","9","167","5953712a6f471d0800000118","Distance driver","false","","true","false","false","","4","false","","","","","13","","","","595371346f471d080000011b","2017-06-28T09:04:52.670Z","janimatti.ellonen@gmail.com","2019-04-12T12:41:52.348Z","janimatti.ellonen@gmail.com"
"Discmania","White","SG-Line","Trying custom colors","MD1","4","0","4","180","5cb3896b8f723d5e0003109b","Mid-range","false","","true","false","false","","2","false","25.07.2019","true","false","","17.9","","3","","5cb38aab8f723d5e000310bc","2019-04-14T19:31:55.814Z","janimatti.ellonen@gmail.com","2019-07-25T13:56:38.175Z","janimatti.ellonen@gmail.com"
"Discmania","Punainen","C-Line","Reinvent your game -brändätty","MD2","5","0","4","167","59397393639cc705000000cb","Mid-range","false","","false","false","false","","2","false","","","","","16.9","","","","5939741d639cc705000000e5","2017-06-08T15:58:21.157Z","janimatti.ellonen@gmail.com","2019-04-12T12:36:58.278Z","janimatti.ellonen@gmail.com"
"MVP","keltainen, mustat reunat","","","Shock","5","0","8","0","56e1ccc1269db372000005c0","Fairway driver","","","true","","","","3","","","","","","17.9","","","","56d89c71011d315d00000a0e","2016-03-03T20:20:01.898Z","janimatti.ellonen@gmail.com","2019-04-13T19:08:10.047Z","janimatti.ellonen@gmail.com"
"Innova","vaaleahkon sininen","Champion","Nate Sexton Tour series -stämppi","Firebird","3","0","9","175","5973ba27342a762c000012f6","Distance driver","false","","false","false","false","","4","true","","","","","26","","","","5973ba35342a762c000012fa","2017-07-22T20:48:53.405Z","janimatti.ellonen@gmail.com","2019-04-12T12:42:02.198Z","janimatti.ellonen@gmail.com"
"Innova","Läpikuultava/harmaa","Champion","European Open 2017 Suomi Finland 100 years -stämppi","VRoc3","4","0","5","180","5babdf7181f9ca39000071e4","Mid-range","false","","false","false","false","","2","true","","","","","15","","","","5973bb99342a762c000012fd","2017-07-22T20:54:49.471Z","janimatti.ellonen@gmail.com","2019-04-13T19:09:40.493Z","janimatti.ellonen@gmail.com"
"Innova","Sininen","Star","Valarie Jenkins 4x World Champion","Starfire","4","0","10","172","5939739a639cc705000000d8","Distance driver","false","","false","false","false","","3","false","","","","","17.9","","","","59397821639cc70500000104","2017-06-08T16:15:29.083Z","janimatti.ellonen@gmail.com","2019-04-14T10:55:06.856Z","janimatti.ellonen@gmail.com"
"Prodigy","Red","350G","","PA3","4","0","3","173","5c4c4b393ef5112f000064f1","Putter","true","Kadotettu Talin 5. väylällä 3.2.2019","false","false","false","","1","false","","false","false","","13.9","","","","5c4c4bfa3ef5112f000064fe","2019-01-26T12:00:58.290Z","janimatti.ellonen@gmail.com","2019-04-12T12:47:06.246Z","janimatti.ellonen@gmail.com"
"Innova","Sininen","GStar","","TL3","4","0","8","175","57e67bd3aaae7817000001e6","Fairway driver","false","","","","","","1","false","","","","","17.9","","","","57e67bdeaaae7817000001e7","2016-09-24T13:13:02.939Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:46.143Z","janimatti.ellonen@gmail.com"
"Discmania","Blue","C-Line","European Opean","MD4","4","0","5","180","5babdf7381f9ca39000071e7","Mid-range","false","","false","false","false","","3","false","","","","","15","","","","5babe03f81f9ca3900007201","2018-09-26T19:38:39.012Z","janimatti.ellonen@gmail.com","2019-04-12T12:38:25.193Z","janimatti.ellonen@gmail.com"
"Prodigy","vaalean sininen","350G","","PA3","2","-1","2","173","56e1ccbe269db372000005bd","Putter","false","Prodigy-kliniikalta ostettu","","","","","1","","","","","","15","","","","56d89c71011d315d00000a37","2016-03-03T20:20:01.950Z","janimatti.ellonen@gmail.com","2019-04-12T12:46:54.939Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","GStar","","TL3","4","0","8","175","59c6ad88433e910c000009f4","Fairway driver","false","","false","false","false","","1","false","","","","","17.9","","","","59c6af17433e910c00000a04","2017-09-23T18:59:35.978Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:43.159Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","GStar","","TL3","4","0","8","171","59c6ad89433e910c000009f5","Fairway driver","false","","false","false","false","","1","false","","","","","17.9","","","","59c6af38433e910c00000a06","2017-09-23T19:00:08.714Z","janimatti.ellonen@gmail.com","2019-04-12T12:25:40.884Z","janimatti.ellonen@gmail.com"
"Innova","Punainen","Star","","Thunderbird","5","0","9","168","5c16a80744c2ed5f000070b9","Distance driver","false","","false","false","false","","2","false","","","","","17.9","","","","59d88b2af670a17600001516","2017-10-07T08:07:06.771Z","janimatti.ellonen@gmail.com","2019-04-12T12:42:38.370Z","janimatti.ellonen@gmail.com"
"Dynamic Discs","Oranssi","fuzion","Eric McCabe 2010 World Champion","Truth","5","0","5","173","5a19d38f0554d97f00000d9e","Mid-range","false","","false","false","false","","2","false","","","","","17.9","","","","5a19d3e60554d97f00000da5","2017-11-25T20:34:46.354Z","janimatti.ellonen@gmail.com","2019-04-13T18:44:44.881Z","janimatti.ellonen@gmail.com"
"Innova","Vaaleanpunainen","Star","","Mako3","5","0","5","180","5a19d3810554d97f00000d96","Mid-range","false","","false","false","false","","0.0","false","","","","","17.9","","","","5a19d6030554d97f00000dbc","2017-11-25T20:43:47.921Z","janimatti.ellonen@gmail.com","2019-04-12T12:26:28.926Z","janimatti.ellonen@gmail.com"
"Innova","Oranssi","Star","","Valkyrie","4","-2","9","170","5a19d3910554d97f00000da0","Distance driver","false","","false","false","false","","2","false","","","","","17.9","","","","5a19d66d0554d97f00000dbe","2017-11-25T20:45:33.909Z","janimatti.ellonen@gmail.com","2019-04-12T12:36:11.519Z","janimatti.ellonen@gmail.com"
"Dynamic Discs","Oranssi","Lucid","","Breakout","5","-1","8","175","5a19d37b0554d97f00000d93","Fairway driver","false","","false","false","false","","1.5","false","","","","","16.9","","","","5a19d47b0554d97f00000dab","2017-11-25T20:37:15.016Z","janimatti.ellonen@gmail.com","2019-04-12T12:43:50.809Z","janimatti.ellonen@gmail.com"
"Innova","oranssi","Star","","Teebird","5","0","7","167","56d9dc47011d315d00004c35","Fairway driver","false","","","","","","2","","","","","","17.9","","","","56d89c71011d315d00000a13","2016-03-03T20:20:01.904Z","janimatti.ellonen@gmail.com","2019-04-12T12:31:55.262Z","janimatti.ellonen@gmail.com"
"Innova","lila","DX","","Beast","5","-2","10","175","56eda457bdfc9f64000013f4","Distance driver","true","beast","","","","","2","","","","","","10.9","","","","56d89c71011d315d00000a02","2016-03-03T20:20:01.881Z","janimatti.ellonen@gmail.com","2019-04-13T19:10:38.392Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","Star","","Mamba","6","-5","11","168","56e1ccb6269db372000005b4","Distance driver","false","","true","","","","1","","27.11.2017","","","","17.9","","","","56e1ceb0269db372000005c7","2016-03-10T19:44:48.196Z","janimatti.ellonen@gmail.com","2019-04-13T18:52:10.131Z","janimatti.ellonen@gmail.com"
"Innova","Keltainen","Star","","Sidewinder","5","-3","9","167","5cb389708f723d5e000310a5","Distance driver","false","","false","false","false","","1","false","","false","false","","17.9","","","","596fc023342a762c00000ddf","2017-07-19T20:25:07.754Z","janimatti.ellonen@gmail.com","2019-04-14T19:28:41.370Z","janimatti.ellonen@gmail.com"
"Viking Discs","Sininen","Storm","","Barbarian","5","0","7","173","5aca7b6f9d484f030000a735","Fairway driver","false","","false","false","false","","2","false","","","","","12.9","","","","5aca7c4d9d484f030000a741","2018-04-08T20:32:13.595Z","janimatti.ellonen@gmail.com","2019-04-13T19:10:07.515Z","janimatti.ellonen@gmail.com"
"Westside discs","keltainen","VIP","","tuonelan lautturi","5","0","11","173","56e1ccb5269db372000005b3","Distance driver","false","","","","","","2","","","","","","16.9","","","","56d89c71011d315d000009ff","2016-03-03T20:20:01.868Z","janimatti.ellonen@gmail.com","2019-04-14T18:55:02.336Z","janimatti.ellonen@gmail.com"
"Innova","Valkoinen","Star","Bottom stamp","ROC3","4","0","5","180","5aca7b6d9d484f030000a732","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5aca7dab9d484f030000a74d","2018-04-08T20:38:03.110Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:36.990Z","janimatti.ellonen@gmail.com"
"Latitude 64","punainen, läpikuultava","Opto","","River","7","-2","7","175","56eda45ebdfc9f64000013fe","Fairway driver","false","","true","false","false","","1","false","","","","","16.9","","","","56d89c71011d315d00000a18","2016-03-03T20:20:01.909Z","janimatti.ellonen@gmail.com","2019-04-14T11:00:58.778Z","janimatti.ellonen@gmail.com"
"Discmania","Keltainen","S-Line","","P3X","2","0","3","175","5a19d3860554d97f00000d98","Putter","false","","true","false","false","","3","false","","","","","17.9","","","","5a19d73d0554d97f00000dc5","2017-11-25T20:49:01.898Z","janimatti.ellonen@gmail.com","2019-04-12T12:43:32.535Z","janimatti.ellonen@gmail.com"
"Discmania","White","C-Line GLow","Metrix-stamp","FD3","4","0","9","175","5babdf7581f9ca39000071ee","Fairway driver","false","","false","false","false","","3","true","","","","","","gift","","","5babe09981f9ca3900007205","2018-09-26T19:40:09.883Z","janimatti.ellonen@gmail.com","2019-04-14T11:31:33.196Z","janimatti.ellonen@gmail.com"
"Innova","Orange, white","Star","Biohazard stamp","ROC3","4","0","5","180","5c4c4ac13ef5112f000064e9","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5c4c4ba53ef5112f000064f7","2019-01-26T11:59:33.202Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:25.067Z","janimatti.ellonen@gmail.com"
"Innova","Vaalean vihreä","Star","","Sidewinder","5","-3","9","175","5aca7b6e9d484f030000a734","Distance driver","false","","false","false","false","","1","false","","true","","","17.9","","","","59c6aee9433e910c00000a02","2017-09-23T18:58:49.852Z","janimatti.ellonen@gmail.com","2019-04-12T12:39:37.195Z","janimatti.ellonen@gmail.com"
"Innova","Yellow","Star","","Mako3","5","0","5","176","5d20609a176f5a2300002856","Mid-range","false","","false","false","false","","0.0","false","","false","false","","18","","","","5d206278176f5a2300002872","2019-07-06T08:57:28.318Z","janimatti.ellonen@gmail.com","2019-07-06T08:57:28.318Z","janimatti.ellonen@gmail.com"
"Innova","Light blue","Star","","Teebird3","4","0","8","175","5cb389718f723d5e000310a7","Fairway driver","false","","false","false","false","","2","false","","false","false","","17.9","","","","5cb38bea8f723d5e000310cf","2019-04-14T19:37:14.406Z","janimatti.ellonen@gmail.com","2019-04-14T19:38:20.036Z","janimatti.ellonen@gmail.com"
"Discmania","Oranssi","D-Line","","P1","3","0","2","171","59397394639cc705000000cc","Putter","false","","true","false","false","","0.0","false","","","","","10.9","","","","59397696639cc705000000f4","2017-06-08T16:08:54.630Z","janimatti.ellonen@gmail.com","2019-04-12T12:29:01.116Z","janimatti.ellonen@gmail.com"
"Prodigy","Sininen","750","","F5","5","-1","80","175","5a19d38c0554d97f00000d9c","Fairway driver","false","","false","false","false","","2","false","","","","","17.9","","","","5a19d42e0554d97f00000da9","2017-11-25T20:35:58.684Z","janimatti.ellonen@gmail.com","2019-04-14T10:50:07.145Z","janimatti.ellonen@gmail.com"
"Innova","Pink, white","Star","Custom pink TT stamp","ROC3","4","0","5","176","5babdf7781f9ca39000071f2","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5babe30581f9ca3900007226","2018-09-26T19:50:29.220Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:33.261Z","janimatti.ellonen@gmail.com"
"Innova","valkoinen","Star","","Sidewinder","5","-3","9","175","5aca7b6d9d484f030000a733","Distance driver","false","","false","false","false","","1","false","","true","","","17.9","","","","56d89c71011d315d00000a04","2016-03-03T20:20:01.883Z","janimatti.ellonen@gmail.com","2019-04-12T12:39:32.360Z","janimatti.ellonen@gmail.com"
"Innova","red-green splash","GStar","SR-71 stamp","ROC3","4","0","5","171","5bbfa76512e50670000000eb","Mid-range","false","","false","false","false","","3","false","","true","","","17.9","","","","5bbfa7c812e50670000000f4","2018-10-11T19:43:04.359Z","janimatti.ellonen@gmail.com","2019-04-12T12:40:28.177Z","janimatti.ellonen@gmail.com"
"Discmania","Keltainen","S-Line","The Hat Guy 2016","FD","6","-1","7","175","57b4aebdb607f73f000001f2","Fairway driver","false","","false","false","false","","1","true","","","","","15","","","","593977a2639cc70500000100","2017-06-08T16:13:22.279Z","janimatti.ellonen@gmail.com","2019-04-13T19:00:47.998Z","janimatti.ellonen@gmail.com"
"Prodigy","Yellow","350G","","PA3","4","0","3","174","5c4c4ac03ef5112f000064e8","Putter","false","","false","false","false","","1","false","","false","","","13.9","","","","5c4c4bd83ef5112f000064fb","2019-01-26T12:00:24.007Z","janimatti.ellonen@gmail.com","2019-04-12T12:46:21.134Z","janimatti.ellonen@gmail.com"
"Innova","Multi-color","Star","","TL","5","0","7","175","5c6310203ef5112f0001edf0","Fairway driver","false","","false","false","false","","1","false","","true","false","","17.9","","","","5c63108a3ef5112f0001edf3","2019-02-12T18:29:30.173Z","janimatti.ellonen@gmail.com","2019-04-12T12:27:25.444Z","janimatti.ellonen@gmail.com"
"Discmania","Yellow","D-Line","","FD","6","-1","7","172","5cb389698f723d5e00031098","Fairway driver","false","","false","false","false","","1","false","","false","false","","10.9","","","","5cb38cc78f723d5e000310db","2019-04-14T19:40:55.368Z","janimatti.ellonen@gmail.com","2019-04-14T19:40:55.368Z","janimatti.ellonen@gmail.com"
"Innova","Multi-color","Star","Custom dyed","Teebird","5","0","7","167","5babdd2981f9ca3900006fe7","Fairway driver","false","","false","false","false","","2","false","","","","","14","","","","5babdd3c81f9ca3900006fe9","2018-09-26T19:25:48.167Z","janimatti.ellonen@gmail.com","2019-04-12T12:34:52.515Z","janimatti.ellonen@gmail.com"
"Innova","valkoinen","","","Roc","4","0","4","175","56eda45fbdfc9f64000013ff","Mid-range","false","","true","false","false","","3","false","","","","","","price_unknown","","","56d89c71011d315d00000a24","2016-03-03T20:20:01.925Z","janimatti.ellonen@gmail.com","2019-04-14T11:32:05.263Z","janimatti.ellonen@gmail.com"
"Discmania","Keltainen","","Innovastore.net -brändätty","P1","3","0","2","175","59397394639cc705000000cd","Putter","false","","true","false","false","","0.0","true","","","","","10.9","","","","5939762d639cc705000000ee","2017-06-08T16:07:09.328Z","janimatti.ellonen@gmail.com","2019-04-12T12:28:19.714Z","janimatti.ellonen@gmail.com"
"Latitude 64","Green, red, blue, white","Gold","Custom dye","Compass","5","0","5","177","5babdf6e81f9ca39000071e1","Mid-range","false","","false","false","false","","1","false","","true","","","17.9","","","","5babe2df81f9ca3900007223","2018-09-26T19:49:51.852Z","janimatti.ellonen@gmail.com","2019-04-13T18:51:18.999Z","janimatti.ellonen@gmail.com"
"Innova","tumman keltainen","Star","","Mamba","6","-5","11","175","56d9dc46011d315d00004c34","Distance driver","true","Kadonnut Mukkulassa 7.3.2016 ","","","","","1","","","","","","17.9","","","","56d89c71011d315d000009fa","2016-03-03T20:20:01.863Z","janimatti.ellonen@gmail.com","2019-04-13T18:52:07.456Z","janimatti.ellonen@gmail.com"
"Innova","punainen","Star","","Stingray","5","-3","4","180","56e1ccc3269db372000005c3","Mid-range","false","","true","","","","1","","18.07.2019","","","","17.9","","5","","56d89c71011d315d00000a23","2016-03-03T20:20:01.924Z","janimatti.ellonen@gmail.com","2019-07-21T10:47:46.034Z","janimatti.ellonen@gmail.com"
"Discmania","Lila","S-Line","Lizotte Doom Bird II Stamp","FD3","4","0","9","175","5c4c45853ef5112f000064c3","Fairway driver","false","","false","false","false","","3","false","","false","","","25.9","","","","5c4c468b3ef5112f000064d2","2019-01-26T11:37:47.315Z","janimatti.ellonen@gmail.com","2019-04-13T18:55:00.332Z","janimatti.ellonen@gmail.com"
"Prodigy","Keltainen","350G","","PA3","2","-1","2","173","5a19d38a0554d97f00000d9a","Putter","false","","false","false","false","","1","false","","","","","13.9","","","","5a19d7050554d97f00000dc3","2017-11-25T20:48:05.651Z","janimatti.ellonen@gmail.com","2019-04-12T12:46:26.871Z","janimatti.ellonen@gmail.com"
"Latitude 64","White","Gold","I <3 disc golf stamp","Compass","5","0","5","179","5c4dfe803ef5112f00007798","Mid-range","false","","false","false","false","","1","false","","true","","","17.9","","","","5c4dfef43ef5112f0000779c","2019-01-27T18:56:52.867Z","janimatti.ellonen@gmail.com","2019-04-13T18:51:22.350Z","janimatti.ellonen@gmail.com"
"Prodiscus","White, red","Basic","Fraktio stamp","JOKERi","3","0","4","173","5c4c4cf63ef5112f00006506","Putter","false","","false","false","false","","2","false","","false","","","25","","","","5c4c4d583ef5112f0000650a","2019-01-26T12:06:48.864Z","janimatti.ellonen@gmail.com","2019-07-29T12:49:08.761Z","janimatti.ellonen@gmail.com"
"Discmania","Transparent red","C-Line","Discmania Mystery Box Disc","DDx","6","-1","12","175","5c33a3941ef2bd3f0000d41e","Distance driver","false","","true","false","false","","2","false","06.02.2019","false","false","","16.9","","","","5c33a47d1ef2bd3f0000d432","2019-01-07T19:11:57.588Z","janimatti.ellonen@gmail.com","2019-04-13T19:24:49.210Z","janimatti.ellonen@gmail.com"
"Discmania","oranssi","D-line","","P1 Maniac","3","0","2","175","56e1ccba269db372000005b8","Putter","false","","false","","","","0.0","","","","true","","10.9","","","","56d89c71011d315d00000a29","2016-03-03T20:20:01.931Z","janimatti.ellonen@gmail.com","2019-04-12T12:28:51.625Z","janimatti.ellonen@gmail.com"
"Discmania","Light purple","S-Line","Lizotte Sky God II","P2","3","0","2","175","5c783d2c8f723d5e00001fb7","Putter","false","","false","false","false","","1","false","","false","false","","24.9","","","","5c783d718f723d5e00001fba","2019-02-28T19:58:41.781Z","janimatti.ellonen@gmail.com","2019-04-12T12:30:02.397Z","janimatti.ellonen@gmail.com"
"Innova","Pink","Star","Mini stamp","Mako3","5","0","5","170","5c7fb78b8f723d5e00007436","Mid-range","false","","false","false","false","","0.0","false","","false","false","","17.9","","","","5c7fb7e48f723d5e00007441","2019-03-06T12:07:00.652Z","janimatti.ellonen@gmail.com","2019-04-12T12:26:40.698Z","janimatti.ellonen@gmail.com"
"Innova","Orange","Star","","Lion","4","0","5","180","5d3ed0df3d7b490c0000f445","Mid-range","false","","false","false","false","","2","false","","false","false","","16.5","","0.0","","5d3ed1fa3d7b490c0000f464","2019-07-29T11:01:14.272Z","janimatti.ellonen@gmail.com","2019-07-29T11:01:14.272Z","janimatti.ellonen@gmail.com"
"Innova","Vihreä","GStar","","Teebird","5","0","7","165","5c16a80844c2ed5f000070ba","Fairway driver","false","","false","false","false","","2","false","","","","","17.9","","","","59d88b4df670a17600001518","2017-10-07T08:07:41.722Z","janimatti.ellonen@gmail.com","2019-04-12T12:32:01.754Z","janimatti.ellonen@gmail.com"
"Innova","lila","Star","","TL","5","0","7","170","","Fairway driver","true","kadonnut Järvassa 20.7.2015 14. väylällä","","","","","1","","","","","","17.9","","","","56d89c71011d315d00000a14","2016-03-03T20:20:01.905Z","janimatti.ellonen@gmail.com","2019-04-12T12:27:06.444Z","janimatti.ellonen@gmail.com"
"Innova","Blue","Pro","","Mako3","5","0","5","177","5c9d35d98f723d5e000217ca","Mid-range","false","","false","false","false","","0.0","false","","false","false","","17.9","","","","5c9d36b78f723d5e000217d9","2019-03-28T21:03:51.700Z","janimatti.ellonen@gmail.com","2019-04-12T12:26:34.922Z","janimatti.ellonen@gmail.com"
"Innova","Oranssi","Star","","Thunderbird","5","0","9","175","5c5320ba3ef5112f0000cb7b","Distance driver","false","","false","false","false","","2","false","","true","false","","17.9","","","","59c6ade3433e910c000009fc","2017-09-23T18:54:27.562Z","janimatti.ellonen@gmail.com","2019-04-12T12:42:35.150Z","janimatti.ellonen@gmail.com"
